V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,pred1,pred2,pred3,pred4,pred5
1,5,6,9,10,11,14,16,17,18,w1_Wet_BFL_Mag_50,f1_recon_120,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC
2,3,4,8,9,10,15,16,18,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,w1_Wet_BFL_Dur,s1_SP_ROC
3,6,7,11,13,14,16,18,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,f1_recon_120,s1_SP_ROC_Max,d1_DS_Mag_50
2,4,5,6,9,11,13,14,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max
2,4,5,6,9,13,16,17,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC
3,6,9,12,14,15,16,17,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC
3,4,6,9,10,14,16,17,19,21,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC
2,3,5,6,7,9,17,18,19,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC,s1_SP_ROC_Max
1,6,7,8,9,10,11,17,18,19,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,s1_SP_ROC_Max,d1_DS_Mag_90,f1_recon_120
3,6,7,9,10,14,15,16,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,w1_Wet_BFL_Dur,d1_DS_Mag_50
3,4,5,8,10,15,17,18,19,21,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,f1_recon_120
1,2,6,9,12,14,15,18,19,20,w1_Wet_BFL_Mag_50,s1_SP_ROC,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_50
1,5,8,9,11,13,15,17,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,d1_DS_Mag_50,f1_recon_120
2,3,7,8,9,11,15,19,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,f1_recon_120,s1_SP_ROC
3,5,6,8,9,10,11,14,15,19,w1_Wet_BFL_Mag_50,s1_SP_ROC,s1_SP_ROC_Max,f1_recon_120,d1_DS_Mag_50
5,6,8,9,11,13,14,15,19,20,w1_Wet_BFL_Mag_50,s1_SP_ROC,w1_Wet_BFL_Dur,d1_DS_Mag_50,f1_recon_120
1,2,3,4,7,10,11,17,19,20,s1_SP_ROC_Max,d1_DS_Mag_90,f1_recon_120,s1_SP_ROC,w1_Wet_BFL_Mag_50
2,7,8,10,11,12,15,19,20,21,w1_Wet_BFL_Mag_50,f1_recon_120,s1_SP_ROC_Max,s1_SP_ROC,d1_DS_Mag_50
1,3,8,9,11,13,15,17,18,19,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,d1_DS_Mag_90,f1_recon_120,w1_Wet_BFL_Dur
4,7,8,9,10,12,13,14,17,19,d1_DS_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_90,s1_SP_ROC_Max
2,6,7,8,10,11,12,14,17,19,s1_SP_ROC_Max,w1_Wet_BFL_Mag_50,s1_SP_ROC,d1_DS_Mag_50,d1_DS_Mag_90
1,3,4,5,6,7,8,10,14,15,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,d1_DS_Mag_50,f1_recon_120
1,6,7,11,12,14,16,17,18,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,s1_SP_ROC,d1_DS_Mag_50
1,2,6,8,9,12,14,16,19,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,d1_DS_Mag_90,s1_SP_ROC
2,4,6,7,8,9,14,15,16,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_90,f1_recon_120
1,5,6,7,9,12,15,17,19,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC,d1_DS_Mag_90
1,4,5,6,7,8,9,14,18,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,d1_DS_Mag_50,s1_SP_ROC_Max
1,2,7,10,11,14,15,16,20,21,s1_SP_ROC_Max,f1_recon_120,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,d1_DS_Mag_90
1,5,6,10,13,14,16,18,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_50,f1_recon_120
2,6,7,9,11,12,13,16,19,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,s1_SP_ROC,f1_recon_120
1,3,4,8,10,14,15,16,18,20,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC
3,4,7,12,14,16,17,19,20,21,d1_DS_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,w1_Wet_BFL_Mag_50,f1_recon_120
1,3,4,6,8,9,17,18,19,21,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,f1_recon_120
3,6,7,10,12,16,18,19,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC_Max
5,6,7,9,14,16,17,18,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_90
1,3,5,6,9,10,15,16,17,19,w1_Wet_BFL_Mag_50,f1_recon_120,d1_DS_Mag_90,d1_DS_Mag_50,w1_Wet_BFL_Dur
3,5,8,9,10,11,14,15,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC,s1_SP_ROC_Max,w1_Wet_BFL_Dur,d1_DS_Mag_50
3,4,7,9,10,11,13,16,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,f1_recon_120
5,8,11,12,14,16,17,19,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC,s1_SP_ROC_Max
1,3,4,5,7,8,9,10,18,20,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,f1_recon_120,s1_SP_ROC_Max
1,2,7,8,11,13,14,16,18,19,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,f1_recon_120,d1_DS_Mag_90,s1_SP_ROC
2,6,7,8,12,13,16,18,19,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC_Max,s1_SP_ROC
3,4,5,6,8,9,10,12,13,18,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_50
1,2,4,5,8,9,11,15,16,21,w1_Wet_BFL_Mag_50,f1_recon_120,d1_DS_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur
1,2,3,8,9,10,11,15,19,20,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,s1_SP_ROC_Max,f1_recon_120,d1_DS_Mag_90
1,2,6,7,9,13,14,15,18,19,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,d1_DS_Mag_90,s1_SP_ROC
3,4,5,8,9,10,13,14,18,20,w1_Wet_BFL_Mag_50,f1_recon_120,w1_Wet_BFL_Dur,d1_DS_Mag_90,s1_SP_ROC_Max
1,4,6,7,9,10,13,16,17,18,d1_DS_Mag_90,d1_DS_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur,s1_SP_ROC
1,2,6,9,11,13,15,16,17,21,w1_Wet_BFL_Mag_50,f1_recon_120,d1_DS_Mag_90,d1_DS_Mag_50,s1_SP_ROC
1,4,6,7,9,10,12,17,19,20,w1_Wet_BFL_Dur,w1_Wet_BFL_Mag_50,f1_recon_120,s1_SP_ROC,d1_DS_Mag_90
1,2,5,6,10,14,15,17,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC_Max,s1_SP_ROC
5,7,8,9,11,12,13,17,18,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,s1_SP_ROC,d1_DS_Mag_50
3,4,7,8,9,10,12,14,17,19,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,d1_DS_Mag_50
5,7,8,11,13,15,16,17,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,f1_recon_120
2,3,6,7,10,11,13,16,17,20,s1_SP_ROC_Max,w1_Wet_BFL_Mag_50,f1_recon_120,s1_SP_ROC,d1_DS_Mag_50
1,2,4,7,11,12,13,15,16,17,f1_recon_120,d1_DS_Mag_90,d1_DS_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Mag_50
1,2,3,7,9,13,15,16,18,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,w1_Wet_BFL_Dur,f1_recon_120
1,6,7,9,11,13,16,17,18,20,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,f1_recon_120,d1_DS_Mag_90,w1_Wet_BFL_Dur
4,6,7,11,12,13,14,16,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_50,d1_DS_Mag_90
2,4,5,6,7,12,13,14,17,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC,d1_DS_Mag_90,d1_DS_Mag_50
3,4,6,11,13,15,16,17,19,20,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,f1_recon_120,d1_DS_Mag_50,s1_SP_ROC_Max
2,3,4,10,12,13,16,17,18,19,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC,d1_DS_Mag_50
2,5,7,8,9,13,17,18,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,s1_SP_ROC_Max,d1_DS_Mag_50
1,2,6,7,9,10,15,16,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur,d1_DS_Mag_50,f1_recon_120
2,7,8,9,13,14,15,18,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_50
6,7,8,10,11,12,14,16,17,21,w1_Wet_BFL_Mag_50,s1_SP_ROC,d1_DS_Mag_90,f1_recon_120,w1_Wet_BFL_Dur
1,2,3,9,14,15,16,17,18,20,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur,f1_recon_120,s1_SP_ROC
4,8,10,12,13,15,16,19,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC,d1_DS_Mag_50,f1_recon_120
5,6,7,8,9,11,12,14,15,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC,d1_DS_Mag_50,f1_recon_120
4,5,6,7,9,11,16,18,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,s1_SP_ROC_Max
3,4,5,6,9,10,11,12,18,21,w1_Wet_BFL_Mag_50,f1_recon_120,s1_SP_ROC_Max,d1_DS_Mag_50,w1_Wet_BFL_Dur
1,3,4,7,8,13,16,18,19,21,d1_DS_Mag_90,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_50,s1_SP_ROC_Max
6,7,8,9,10,11,12,13,16,18,d1_DS_Mag_50,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC,f1_recon_120
2,3,5,6,9,12,13,19,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,d1_DS_Mag_50,s1_SP_ROC_Max
2,5,7,8,11,12,15,17,18,19,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_90,s1_SP_ROC
1,2,6,7,11,14,15,16,18,20,w1_Wet_BFL_Mag_50,f1_recon_120,s1_SP_ROC,s1_SP_ROC_Max,w1_Wet_BFL_Dur
1,2,3,7,9,10,12,14,18,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,s1_SP_ROC,f1_recon_120
3,4,8,11,12,15,17,18,19,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_50,s1_SP_ROC
2,5,6,8,10,12,13,14,15,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC,d1_DS_Mag_90
1,2,3,6,7,12,14,17,19,20,w1_Wet_BFL_Dur,w1_Wet_BFL_Mag_50,s1_SP_ROC,s1_SP_ROC_Max,d1_DS_Mag_50
2,3,5,6,7,10,11,13,14,20,w1_Wet_BFL_Mag_50,s1_SP_ROC,s1_SP_ROC_Max,f1_recon_120,d1_DS_Mag_90
2,5,6,8,9,10,11,13,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,s1_SP_ROC,d1_DS_Mag_50,f1_recon_120
2,3,4,5,10,14,15,18,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC_Max,s1_SP_ROC
1,6,9,13,14,15,17,18,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_50
1,3,6,7,8,10,13,14,16,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,w1_Wet_BFL_Dur,d1_DS_Mag_50
1,2,6,9,13,14,15,16,18,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC_Max
5,6,9,10,12,13,15,16,18,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,s1_SP_ROC_Max,d1_DS_Mag_90
1,2,3,6,7,10,14,17,19,20,s1_SP_ROC_Max,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC
1,2,4,6,7,11,14,17,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,f1_recon_120,d1_DS_Mag_90,s1_SP_ROC
3,4,6,7,9,10,15,19,20,21,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur,d1_DS_Mag_50
2,6,8,9,10,13,15,17,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,d1_DS_Mag_50,f1_recon_120,s1_SP_ROC
5,8,11,12,14,15,16,17,18,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,f1_recon_120,s1_SP_ROC
1,3,4,5,9,13,15,16,19,21,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC
1,3,7,9,11,12,13,15,16,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,f1_recon_120,s1_SP_ROC
3,4,5,9,10,14,15,17,18,19,f1_recon_120,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC
1,3,5,7,9,12,13,19,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC_Max,d1_DS_Mag_90
4,5,9,10,11,12,13,14,15,16,w1_Wet_BFL_Mag_50,s1_SP_ROC,d1_DS_Mag_50,w1_Wet_BFL_Dur,f1_recon_120
4,6,8,9,10,12,13,14,16,19,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max
4,5,6,8,11,12,14,16,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,s1_SP_ROC_Max
3,4,7,8,11,12,13,14,16,20,w1_Wet_BFL_Mag_50,f1_recon_120,d1_DS_Mag_50,s1_SP_ROC,s1_SP_ROC_Max
1,5,6,7,9,12,15,16,17,19,w1_Wet_BFL_Dur,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,d1_DS_Mag_50
2,3,8,11,13,14,15,18,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,d1_DS_Mag_50,f1_recon_120,d1_DS_Mag_90
2,7,9,10,12,15,16,19,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur,d1_DS_Mag_90,s1_SP_ROC
2,3,4,5,13,15,16,17,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,s1_SP_ROC
1,3,5,8,11,13,18,19,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,d1_DS_Mag_90,w1_Wet_BFL_Dur,d1_DS_Mag_50
2,4,5,7,10,12,13,15,16,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_50,s1_SP_ROC
1,3,8,10,13,14,16,17,19,20,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,s1_SP_ROC_Max
2,3,6,10,11,12,16,17,18,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,d1_DS_Mag_90,s1_SP_ROC,f1_recon_120
4,6,7,8,10,11,13,19,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,d1_DS_Mag_50,f1_recon_120
7,8,11,13,14,15,17,19,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,d1_DS_Mag_50,f1_recon_120,d1_DS_Mag_90
3,5,9,12,15,16,18,19,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max
1,3,4,5,12,14,16,17,18,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC,f1_recon_120
3,6,7,8,13,14,16,17,19,21,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC,d1_DS_Mag_50
1,5,10,12,14,15,17,18,19,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,s1_SP_ROC_Max,s1_SP_ROC
1,3,7,8,9,12,13,14,15,21,w1_Wet_BFL_Dur,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,s1_SP_ROC,f1_recon_120
2,3,4,6,7,12,13,19,20,21,w1_Wet_BFL_Dur,d1_DS_Mag_90,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,s1_SP_ROC
1,2,3,4,5,6,10,13,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,d1_DS_Mag_90,w1_Wet_BFL_Dur,d1_DS_Mag_50
1,2,3,4,5,10,13,14,18,19,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,s1_SP_ROC_Max,s1_SP_ROC
1,3,5,7,8,9,11,15,16,19,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,f1_recon_120
3,5,7,8,10,11,13,16,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,d1_DS_Mag_50,s1_SP_ROC,s1_SP_ROC_Max
1,2,3,4,5,9,10,13,14,16,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,f1_recon_120,w1_Wet_BFL_Dur,d1_DS_Mag_50
1,2,3,5,7,9,13,14,15,17,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,f1_recon_120,d1_DS_Mag_50
1,4,5,6,8,11,12,14,15,17,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_90,f1_recon_120
5,6,7,8,11,12,15,16,18,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,f1_recon_120,d1_DS_Mag_90
1,3,9,12,13,14,15,16,17,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC,s1_SP_ROC_Max
1,4,5,6,8,10,13,14,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_50,f1_recon_120
1,2,4,5,7,9,11,14,17,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_90,s1_SP_ROC
3,5,6,7,10,12,14,15,19,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,f1_recon_120,s1_SP_ROC
1,3,6,7,12,14,15,16,18,20,w1_Wet_BFL_Dur,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,d1_DS_Mag_90,s1_SP_ROC
3,6,8,9,10,15,16,19,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,d1_DS_Mag_50,s1_SP_ROC
1,2,6,7,8,9,15,16,18,19,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,s1_SP_ROC_Max,f1_recon_120
1,5,6,8,13,15,16,18,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur,d1_DS_Mag_90,s1_SP_ROC
1,3,4,5,6,10,13,15,18,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_90,s1_SP_ROC
1,6,7,8,9,11,12,14,17,19,w1_Wet_BFL_Dur,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC,f1_recon_120
4,5,6,7,10,14,16,18,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,d1_DS_Mag_50,w1_Wet_BFL_Dur,f1_recon_120
4,6,7,8,10,11,12,15,18,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,f1_recon_120,d1_DS_Mag_90
2,4,5,8,9,10,11,12,14,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,d1_DS_Mag_50,s1_SP_ROC_Max
1,2,4,5,11,13,14,15,16,20,w1_Wet_BFL_Mag_50,f1_recon_120,d1_DS_Mag_90,d1_DS_Mag_50,w1_Wet_BFL_Dur
1,3,8,9,10,15,16,17,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,s1_SP_ROC_Max,s1_SP_ROC
1,2,4,5,6,7,8,11,13,18,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,s1_SP_ROC_Max,s1_SP_ROC
3,4,5,7,8,9,12,15,16,18,w1_Wet_BFL_Dur,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,s1_SP_ROC,s1_SP_ROC_Max
1,4,5,6,7,11,14,16,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,f1_recon_120
5,6,7,9,10,11,12,13,18,19,w1_Wet_BFL_Mag_50,f1_recon_120,d1_DS_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur
1,2,3,5,7,10,13,15,19,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,d1_DS_Mag_90,s1_SP_ROC
1,2,6,7,9,10,11,15,19,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,d1_DS_Mag_90,f1_recon_120,d1_DS_Mag_50
1,2,7,10,12,13,14,15,18,20,d1_DS_Mag_50,w1_Wet_BFL_Dur,w1_Wet_BFL_Mag_50,f1_recon_120,s1_SP_ROC
1,2,4,7,8,9,10,13,16,18,s1_SP_ROC_Max,d1_DS_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_90,s1_SP_ROC
6,8,9,11,14,15,17,18,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,f1_recon_120,s1_SP_ROC,w1_Wet_BFL_Dur
3,5,6,7,8,11,14,17,18,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,d1_DS_Mag_90,f1_recon_120
2,4,5,6,8,9,11,15,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur,f1_recon_120
2,6,8,12,13,14,15,17,19,20,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC,s1_SP_ROC_Max
1,2,3,4,9,11,12,13,15,17,f1_recon_120,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,d1_DS_Mag_90
1,2,6,9,11,12,13,15,19,20,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,s1_SP_ROC_Max
4,8,9,10,11,12,15,16,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC
2,4,6,9,10,13,15,16,19,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC,d1_DS_Mag_50,f1_recon_120
2,3,4,6,9,10,16,17,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,s1_SP_ROC_Max,w1_Wet_BFL_Dur,d1_DS_Mag_50
1,4,6,8,9,10,12,16,18,19,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC,f1_recon_120
2,6,8,11,13,15,16,17,20,21,w1_Wet_BFL_Mag_50,f1_recon_120,w1_Wet_BFL_Dur,s1_SP_ROC,d1_DS_Mag_50
3,5,6,7,8,9,12,16,17,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_90,w1_Wet_BFL_Dur,d1_DS_Mag_50,s1_SP_ROC
1,3,4,8,12,13,17,19,20,21,d1_DS_Mag_90,w1_Wet_BFL_Dur,d1_DS_Mag_50,f1_recon_120,s1_SP_ROC
4,5,9,11,14,15,16,17,20,21,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,f1_recon_120,s1_SP_ROC_Max
1,3,5,6,9,10,12,13,20,21,w1_Wet_BFL_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,f1_recon_120,d1_DS_Mag_50
5,9,11,12,13,14,15,16,18,20,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,f1_recon_120,d1_DS_Mag_90,d1_DS_Mag_50
2,7,8,9,14,15,16,17,20,21,w1_Wet_BFL_Mag_50,s1_SP_ROC_Max,w1_Wet_BFL_Dur,s1_SP_ROC,d1_DS_Mag_90
4,5,6,7,8,10,11,15,16,19,w1_Wet_BFL_Mag_50,d1_DS_Mag_50,w1_Wet_BFL_Dur,s1_SP_ROC_Max,f1_recon_120
